Namespace(batch_size=128, dataset='cifar10', epochs=100, load_chkpt=40, lr_chechpoint1=60, lr_chechpoint2=80, lr_max=0.1, lr_schedule='piecewise', model='PreRes18_standard', momentum=0.9, seed=1, train_mode='std_train', weight_decay=0.0005)
Epoch 	 Train Time 	 Test Time 	 LR 	 	 	 Train Loss 	 Train Acc  	 Test Loss 	 Test Acc
1 		 15.7 	 	 1.3 	 	 0.1000 			 1.7671 	 0.3461 	 1.7211 	 0.3645
2 		 10.4 	 	 1.2 	 	 0.1000 			 1.4671 	 0.4633 	 1.4741 	 0.4601
3 		 10.3 	 	 1.2 	 	 0.1000 			 1.2604 	 0.5471 	 1.2605 	 0.5518
4 		 10.3 	 	 1.2 	 	 0.1000 			 1.0732 	 0.6146 	 1.1837 	 0.5855
5 		 10.2 	 	 1.2 	 	 0.1000 			 0.9202 	 0.6702 	 1.0878 	 0.6100
6 		 10.5 	 	 1.2 	 	 0.1000 			 0.7773 	 0.7224 	 0.9950 	 0.6604
7 		 10.4 	 	 1.2 	 	 0.1000 			 0.6657 	 0.7636 	 0.9804 	 0.6668
8 		 10.3 	 	 1.2 	 	 0.1000 			 0.5625 	 0.7982 	 0.9977 	 0.6583
9 		 10.3 	 	 1.2 	 	 0.1000 			 0.4775 	 0.8312 	 2.2253 	 0.4282
10 		 10.3 	 	 1.2 	 	 0.1000 			 0.3967 	 0.8606 	 0.7581 	 0.7437
11 		 10.3 	 	 1.2 	 	 0.1000 			 0.3448 	 0.8800 	 1.0036 	 0.6851
12 		 10.4 	 	 1.2 	 	 0.1000 			 0.3094 	 0.8903 	 0.7120 	 0.7723
13 		 10.4 	 	 1.3 	 	 0.1000 			 0.2776 	 0.9011 	 0.8754 	 0.7301
14 		 10.3 	 	 1.2 	 	 0.1000 			 0.2630 	 0.9090 	 0.7996 	 0.7611
15 		 10.3 	 	 1.2 	 	 0.1000 			 0.2514 	 0.9120 	 0.9738 	 0.7168
16 		 10.3 	 	 1.2 	 	 0.1000 			 0.2362 	 0.9175 	 0.6787 	 0.7775
17 		 10.3 	 	 1.2 	 	 0.1000 			 0.2235 	 0.9225 	 0.6487 	 0.7929
18 		 10.4 	 	 1.2 	 	 0.1000 			 0.2138 	 0.9254 	 1.1260 	 0.6653
19 		 10.4 	 	 1.2 	 	 0.1000 			 0.2105 	 0.9268 	 0.6247 	 0.7931
20 		 10.4 	 	 1.2 	 	 0.1000 			 0.2026 	 0.9298 	 1.3893 	 0.6228
21 		 10.3 	 	 1.2 	 	 0.1000 			 0.1974 	 0.9318 	 0.6230 	 0.7973
22 		 10.3 	 	 1.3 	 	 0.1000 			 0.1954 	 0.9328 	 1.7954 	 0.5686
23 		 10.3 	 	 1.2 	 	 0.1000 			 0.1913 	 0.9343 	 1.0029 	 0.6854
24 		 10.4 	 	 1.2 	 	 0.1000 			 0.1814 	 0.9377 	 0.6504 	 0.7967
25 		 10.5 	 	 1.2 	 	 0.1000 			 0.1796 	 0.9375 	 3.0334 	 0.3781
26 		 10.3 	 	 1.2 	 	 0.1000 			 0.1809 	 0.9386 	 0.6177 	 0.8071
27 		 10.3 	 	 1.2 	 	 0.1000 			 0.1777 	 0.9372 	 1.4339 	 0.6012
28 		 10.4 	 	 1.2 	 	 0.1000 			 0.1759 	 0.9390 	 1.0061 	 0.7165
29 		 10.3 	 	 1.2 	 	 0.1000 			 0.1696 	 0.9411 	 0.9373 	 0.7290
