Namespace(batch_size=128, dataset='cifar10', epochs=100, load_chkpt=180, lr_chechpoint1=60, lr_chechpoint2=80, lr_max=0.1, lr_schedule='piecewise', model='PreRes18_standard', momentum=0.9, seed=1, train_mode='std_train', weight_decay=0.0005)
Epoch 	 Train Time 	 Test Time 	 LR 	 	 	 Train Loss 	 Train Acc  	 Test Loss 	 Test Acc
1 		 15.4 	 	 1.2 	 	 0.1000 			 1.6814 	 0.3721 	 1.5177 	 0.4397
2 		 10.1 	 	 1.2 	 	 0.1000 			 1.3416 	 0.5005 	 1.3095 	 0.5116
3 		 10.1 	 	 1.2 	 	 0.1000 			 1.1363 	 0.5814 	 1.4277 	 0.4972
4 		 10.1 	 	 1.2 	 	 0.1000 			 0.9942 	 0.6365 	 1.3705 	 0.5154
5 		 10.2 	 	 1.2 	 	 0.1000 			 0.8938 	 0.6728 	 1.2587 	 0.5659
6 		 10.1 	 	 1.2 	 	 0.1000 			 0.8133 	 0.7071 	 1.1769 	 0.6013
7 		 10.1 	 	 1.2 	 	 0.1000 			 0.7464 	 0.7309 	 0.9575 	 0.6662
8 		 10.1 	 	 1.2 	 	 0.1000 			 0.6831 	 0.7542 	 1.2465 	 0.5898
9 		 10.2 	 	 1.2 	 	 0.1000 			 0.6324 	 0.7750 	 1.0664 	 0.6384
10 		 10.1 	 	 1.2 	 	 0.1000 			 0.5882 	 0.7871 	 1.2559 	 0.6059
11 		 10.1 	 	 1.2 	 	 0.1000 			 0.5260 	 0.8107 	 1.2923 	 0.5819
12 		 10.1 	 	 1.2 	 	 0.1000 			 0.4898 	 0.8261 	 1.1836 	 0.6261
13 		 10.2 	 	 1.2 	 	 0.1000 			 0.4572 	 0.8373 	 1.1482 	 0.6296
14 		 10.1 	 	 1.2 	 	 0.1000 			 0.4215 	 0.8507 	 1.1621 	 0.6408
15 		 10.2 	 	 1.2 	 	 0.1000 			 0.4034 	 0.8559 	 1.3634 	 0.5987
16 		 10.1 	 	 1.2 	 	 0.1000 			 0.3804 	 0.8656 	 1.2088 	 0.6276
17 		 10.1 	 	 1.2 	 	 0.1000 			 0.3650 	 0.8705 	 1.1807 	 0.6454
18 		 10.1 	 	 1.2 	 	 0.1000 			 0.3560 	 0.8735 	 1.3052 	 0.6067
19 		 10.1 	 	 1.2 	 	 0.1000 			 0.3380 	 0.8793 	 1.2954 	 0.6219
20 		 10.1 	 	 1.2 	 	 0.1000 			 0.3364 	 0.8821 	 1.2797 	 0.6333
21 		 10.1 	 	 1.2 	 	 0.1000 			 0.3285 	 0.8845 	 1.2849 	 0.6278
22 		 10.1 	 	 1.2 	 	 0.1000 			 0.3206 	 0.8875 	 1.3431 	 0.6261
23 		 10.1 	 	 1.2 	 	 0.1000 			 0.3194 	 0.8864 	 1.2616 	 0.6322
24 		 10.1 	 	 1.2 	 	 0.1000 			 0.3109 	 0.8934 	 1.4458 	 0.6078
25 		 10.1 	 	 1.2 	 	 0.1000 			 0.3121 	 0.8902 	 1.3682 	 0.6203
26 		 10.1 	 	 1.2 	 	 0.1000 			 0.3132 	 0.8902 	 1.1024 	 0.6569
27 		 10.1 	 	 1.2 	 	 0.1000 			 0.3056 	 0.8929 	 1.3206 	 0.6158
28 		 10.1 	 	 1.2 	 	 0.1000 			 0.3050 	 0.8932 	 1.8211 	 0.5589
29 		 10.1 	 	 1.2 	 	 0.1000 			 0.3092 	 0.8907 	 1.2933 	 0.6359
30 		 10.1 	 	 1.2 	 	 0.1000 			 0.3005 	 0.8945 	 1.1956 	 0.6519
31 		 10.1 	 	 1.2 	 	 0.1000 			 0.2919 	 0.8966 	 1.5612 	 0.5880
32 		 10.1 	 	 1.2 	 	 0.1000 			 0.3034 	 0.8935 	 1.4133 	 0.5940
33 		 10.1 	 	 1.2 	 	 0.1000 			 0.2921 	 0.8981 	 1.3380 	 0.6225
34 		 10.1 	 	 1.2 	 	 0.1000 			 0.2940 	 0.8969 	 1.2549 	 0.6253
35 		 10.1 	 	 1.2 	 	 0.1000 			 0.2877 	 0.8992 	 1.3122 	 0.6390
36 		 10.1 	 	 1.2 	 	 0.1000 			 0.2926 	 0.8982 	 1.4605 	 0.6043
37 		 10.1 	 	 1.2 	 	 0.1000 			 0.2860 	 0.8994 	 1.7111 	 0.5642
38 		 10.1 	 	 1.2 	 	 0.1000 			 0.2914 	 0.8981 	 1.4014 	 0.6097
39 		 10.1 	 	 1.2 	 	 0.1000 			 0.2812 	 0.9025 	 1.2260 	 0.6479
40 		 10.1 	 	 1.2 	 	 0.1000 			 0.2933 	 0.8971 	 1.4921 	 0.5975
41 		 10.1 	 	 1.2 	 	 0.1000 			 0.2802 	 0.9039 	 1.2844 	 0.6352
42 		 10.2 	 	 1.2 	 	 0.1000 			 0.2827 	 0.9008 	 1.3532 	 0.6056
43 		 10.1 	 	 1.2 	 	 0.1000 			 0.2853 	 0.8990 	 1.3709 	 0.6288
44 		 10.1 	 	 1.2 	 	 0.1000 			 0.2892 	 0.8992 	 1.2672 	 0.6395
45 		 10.1 	 	 1.2 	 	 0.1000 			 0.2800 	 0.9027 	 1.3724 	 0.6155
46 		 10.1 	 	 1.2 	 	 0.1000 			 0.2786 	 0.9030 	 1.2435 	 0.6495
47 		 10.2 	 	 1.2 	 	 0.1000 			 0.2786 	 0.9030 	 1.3624 	 0.6174
48 		 10.0 	 	 1.2 	 	 0.1000 			 0.2828 	 0.9018 	 1.3370 	 0.6363
49 		 10.0 	 	 1.2 	 	 0.1000 			 0.2791 	 0.9020 	 1.4546 	 0.6168
50 		 10.1 	 	 1.2 	 	 0.1000 			 0.2770 	 0.9024 	 1.4101 	 0.6224
51 		 10.1 	 	 1.2 	 	 0.1000 			 0.2805 	 0.9021 	 1.2672 	 0.6436
52 		 10.0 	 	 1.2 	 	 0.1000 			 0.2763 	 0.9045 	 1.2524 	 0.6250
53 		 10.0 	 	 1.2 	 	 0.1000 			 0.2796 	 0.9011 	 1.3536 	 0.6108
54 		 10.1 	 	 1.2 	 	 0.1000 			 0.2715 	 0.9056 	 1.2285 	 0.6459
55 		 10.4 	 	 1.2 	 	 0.1000 			 0.2805 	 0.9021 	 1.7659 	 0.5659
56 		 10.4 	 	 1.3 	 	 0.1000 			 0.2745 	 0.9043 	 1.4816 	 0.5893
57 		 10.5 	 	 1.2 	 	 0.1000 			 0.2746 	 0.9045 	 1.9565 	 0.5455
58 		 10.1 	 	 1.2 	 	 0.1000 			 0.2732 	 0.9056 	 1.2237 	 0.6518
59 		 10.1 	 	 1.2 	 	 0.1000 			 0.2722 	 0.9041 	 1.3492 	 0.6315
60 		 10.0 	 	 1.2 	 	 0.0100 			 0.2751 	 0.9055 	 1.2731 	 0.6446
61 		 10.0 	 	 1.2 	 	 0.0100 			 0.0759 	 0.9784 	 1.0350 	 0.7118
62 		 10.1 	 	 1.2 	 	 0.0100 			 0.0154 	 0.9988 	 1.0723 	 0.7162
63 		 10.1 	 	 1.2 	 	 0.0100 			 0.0084 	 0.9999 	 1.0851 	 0.7140
64 		 10.1 	 	 1.2 	 	 0.0100 			 0.0060 	 1.0000 	 1.0930 	 0.7180
65 		 10.0 	 	 1.2 	 	 0.0100 			 0.0051 	 1.0000 	 1.0981 	 0.7164
66 		 10.1 	 	 1.2 	 	 0.0100 			 0.0043 	 1.0000 	 1.1052 	 0.7158
67 		 10.1 	 	 1.2 	 	 0.0100 			 0.0038 	 1.0000 	 1.1084 	 0.7151
68 		 10.0 	 	 1.2 	 	 0.0100 			 0.0035 	 1.0000 	 1.1051 	 0.7144
69 		 10.0 	 	 1.2 	 	 0.0100 			 0.0033 	 1.0000 	 1.1038 	 0.7194
70 		 10.1 	 	 1.2 	 	 0.0100 			 0.0032 	 1.0000 	 1.1017 	 0.7169
71 		 10.0 	 	 1.2 	 	 0.0100 			 0.0031 	 1.0000 	 1.0930 	 0.7147
72 		 10.0 	 	 1.2 	 	 0.0100 			 0.0030 	 1.0000 	 1.0894 	 0.7167
73 		 10.0 	 	 1.2 	 	 0.0100 			 0.0029 	 1.0000 	 1.0928 	 0.7191
74 		 10.2 	 	 1.2 	 	 0.0100 			 0.0028 	 1.0000 	 1.0827 	 0.7172
75 		 10.5 	 	 1.2 	 	 0.0100 			 0.0028 	 1.0000 	 1.0791 	 0.7162
76 		 10.5 	 	 1.2 	 	 0.0100 			 0.0026 	 1.0000 	 1.0737 	 0.7182
77 		 10.3 	 	 1.2 	 	 0.0100 			 0.0027 	 1.0000 	 1.0787 	 0.7166
78 		 10.0 	 	 1.2 	 	 0.0100 			 0.0026 	 1.0000 	 1.0707 	 0.7171
79 		 10.1 	 	 1.2 	 	 0.0100 			 0.0026 	 1.0000 	 1.0666 	 0.7168
80 		 10.1 	 	 1.2 	 	 0.0010 			 0.0026 	 1.0000 	 1.0667 	 0.7172
81 		 10.0 	 	 1.2 	 	 0.0010 			 0.0025 	 1.0000 	 1.0659 	 0.7194
82 		 10.1 	 	 1.2 	 	 0.0010 			 0.0025 	 1.0000 	 1.0650 	 0.7162
83 		 10.1 	 	 1.2 	 	 0.0010 			 0.0025 	 1.0000 	 1.0629 	 0.7182
84 		 10.1 	 	 1.2 	 	 0.0010 			 0.0024 	 1.0000 	 1.0608 	 0.7166
85 		 10.1 	 	 1.2 	 	 0.0010 			 0.0024 	 1.0000 	 1.0651 	 0.7185
86 		 10.1 	 	 1.2 	 	 0.0010 			 0.0025 	 1.0000 	 1.0608 	 0.7197
87 		 10.1 	 	 1.2 	 	 0.0010 			 0.0024 	 1.0000 	 1.0617 	 0.7203
88 		 10.1 	 	 1.2 	 	 0.0010 			 0.0024 	 1.0000 	 1.0559 	 0.7171
89 		 10.0 	 	 1.2 	 	 0.0010 			 0.0024 	 1.0000 	 1.0644 	 0.7172
90 		 10.1 	 	 1.2 	 	 0.0010 			 0.0025 	 1.0000 	 1.0603 	 0.7192
91 		 10.1 	 	 1.2 	 	 0.0010 			 0.0025 	 1.0000 	 1.0628 	 0.7185
92 		 10.0 	 	 1.2 	 	 0.0010 			 0.0025 	 1.0000 	 1.0561 	 0.7178
93 		 10.0 	 	 1.2 	 	 0.0010 			 0.0025 	 1.0000 	 1.0630 	 0.7166
94 		 10.1 	 	 1.2 	 	 0.0010 			 0.0024 	 1.0000 	 1.0574 	 0.7170
95 		 10.5 	 	 1.2 	 	 0.0010 			 0.0024 	 1.0000 	 1.0580 	 0.7178
96 		 10.5 	 	 1.2 	 	 0.0010 			 0.0024 	 1.0000 	 1.0617 	 0.7187
97 		 10.5 	 	 1.2 	 	 0.0010 			 0.0024 	 1.0000 	 1.0634 	 0.7189
98 		 10.5 	 	 1.2 	 	 0.0010 			 0.0025 	 1.0000 	 1.0595 	 0.7169
99 		 10.1 	 	 1.2 	 	 0.0010 			 0.0024 	 1.0000 	 1.0586 	 0.7183
